Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
       14    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
       40    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
       33    0.000    0.000    0.000    0.000 dataclasses.py:342(_tuple_str)
       33    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:356(_recursive_repr)
       57    0.000    0.000    0.003    0.000 dataclasses.py:375(_create_fn)
      188    0.000    0.000    0.000    0.000 dataclasses.py:389(<genexpr>)
       40    0.000    0.000    0.000    0.000 dataclasses.py:402(_field_assign)
       40    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
       40    0.000    0.000    0.000    0.000 dataclasses.py:468(_init_param)
       14    0.000    0.000    0.001    0.000 dataclasses.py:487(_init_fn)
       14    0.000    0.000    0.000    0.000 dataclasses.py:505(<dictcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
       14    0.000    0.000    0.001    0.000 dataclasses.py:537(_repr_fn)
       14    0.000    0.000    0.000    0.000 dataclasses.py:541(<listcomp>)
        5    0.000    0.000    0.001    0.000 dataclasses.py:548(_frozen_get_del_attr)
       19    0.000    0.000    0.000    0.000 dataclasses.py:552(<genexpr>)
       14    0.000    0.000    0.001    0.000 dataclasses.py:573(_cmp_fn)
        5    0.000    0.000    0.000    0.000 dataclasses.py:587(_hash_fn)
       40    0.000    0.000    0.000    0.000 dataclasses.py:595(_is_classvar)
       40    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
       34    0.000    0.000    0.000    0.000 dataclasses.py:610(_is_type)
       40    0.000    0.000    0.000    0.000 dataclasses.py:669(_get_field)
       52    0.000    0.000    0.000    0.000 dataclasses.py:751(_set_new_attribute)
        9    0.000    0.000    0.000    0.000 dataclasses.py:765(_hash_set_none)
        5    0.000    0.000    0.000    0.000 dataclasses.py:768(_hash_add)
        5    0.000    0.000    0.000    0.000 dataclasses.py:769(<listcomp>)
       14    0.000    0.000    0.005    0.000 dataclasses.py:807(_process_class)
       14    0.000    0.000    0.000    0.000 dataclasses.py:861(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
       14    0.000    0.000    0.002    0.000 dataclasses.py:996(dataclass)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       11    0.000    0.000    0.002    0.000 decorator.py:177(create)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
      408    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
      408    0.000    0.000    0.002    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.000    0.000 detect.py:8(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:746(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.010    0.010 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1644(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1671(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1697(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1722(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1747(MetricInfo)
       12    0.000    0.000    0.000    0.000 distance.py:1765(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1942(<dictcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
        1    0.000    0.000    0.116    0.116 distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        9    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
       11    0.000    0.000    0.000    0.000 doccer.py:129(extend_notes_in_docstring)
      421    0.016    0.000    0.044    0.000 doccer.py:13(docformat)
       11    0.000    0.000    0.000    0.000 doccer.py:136(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:153(replace_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 doccer.py:160(_doc)
      429    0.008    0.000    0.013    0.000 doccer.py:180(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
       32    0.000    0.000    0.005    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
        9    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dop.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        7    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
      250    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       22    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
       22    0.001    0.000    0.004    0.000 enum.py:157(__new__)
       22    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       22    0.000    0.000    0.001    0.000 enum.py:200(<setcomp>)
      315    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       59    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
     1753    0.001    0.000    0.005    0.000 enum.py:313(__call__)
      314    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       23    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       14    0.000    0.000    0.000    0.000 enum.py:398(__members__)
      390    0.000    0.000    0.000    0.000 enum.py:417(__setattr__)
       13    0.000    0.000    0.004    0.000 enum.py:430(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
       13    0.000    0.000    0.006    0.000 enum.py:483(_convert_)
       13    0.000    0.000    0.002    0.000 enum.py:500(<listcomp>)
      165    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
       22    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       57    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
       57    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
       22    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
     1740    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:676(_generate_next_value_)
       22    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       36    0.000    0.000    0.000    0.000 enum.py:748(name)
      314    0.001    0.000    0.001    0.000 enum.py:75(__setitem__)
       27    0.000    0.000    0.000    0.000 enum.py:753(value)
        3    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 enum.py:932(__or__)
       62    0.000    0.000    0.000    0.000 enum.py:938(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
        3    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:5(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 filters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fitpack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:5(<module>)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:1987(_shape_dispatcher)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:1991(shape)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2328(_any_dispatcher)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2333(any)
     7313    0.001    0.000    0.001    0.000 fromnumeric.py:2427(_all_dispatcher)
     7313    0.005    0.000    0.037    0.000 fromnumeric.py:2432(all)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:3148(_ndim_dispatcher)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:3152(ndim)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:3190(_size_dispatcher)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:3194(size)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3241(_around_dispatcher)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3245(around)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3754(round_)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
     7320    0.010    0.000    0.032    0.000 fromnumeric.py:69(_wrapreduction)
     7320    0.002    0.000    0.002    0.000 fromnumeric.py:70(<dictcomp>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1796(_trim_zeros)
        4    0.000    0.000    0.000    0.000 function_base.py:1800(trim_zeros)
       21    0.000    0.000    0.000    0.000 function_base.py:1909(_place_dispatcher)
       21    0.000    0.000    0.000    0.000 function_base.py:1913(place)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
      570    0.001    0.000    0.001    0.000 function_base.py:2269(__init__)
       50    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
      325    0.000    0.000    0.000    0.000 function_base.py:451(_needs_add_docstring)
      325    0.000    0.000    0.001    0.000 function_base.py:469(_add_docstring)
      325    0.001    0.000    0.002    0.000 function_base.py:483(add_newdoc)
      873    0.002    0.000    0.004    0.000 functools.py:34(update_wrapper)
        7    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        7    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      836    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:796(singledispatch)
        2    0.000    0.000    0.000    0.000 functools.py:837(register)
        3    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        3    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       46    0.001    0.000    0.006    0.000 getlimits.py:101(_float_conv)
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.010    0.010 getlimits.py:158(_register_known_types)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.003    0.000    0.010    0.002 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
       16    0.000    0.000    0.000    0.000 getlimits.py:476(__new__)
        2    0.000    0.000    0.000    0.000 getlimits.py:509(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:558(smallest_normal)
        1    0.000    0.000    0.000    0.000 getlimits.py:581(tiny)
        1    0.000    0.000    0.000    0.000 getlimits.py:613(iinfo)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        9    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
        6    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 hosts.py:10(<module>)
        1    0.000    0.000    0.004    0.004 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:323(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        1    0.000    0.000    0.004    0.004 inspect.py:1(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:1102(getfullargspec)
       48    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        2    0.000    0.000    0.000    0.000 inspect.py:1520(currentframe)
     1012    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       39    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
      433    0.001    0.000    0.002    0.000 inspect.py:1812(_signature_bound_method)
       13    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
       13    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
      494    0.003    0.000    0.007    0.000 inspect.py:2124(_signature_from_function)
  927/494    0.002    0.000    0.013    0.000 inspect.py:2218(_signature_from_callable)
       16    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2457(Parameter)
     1604    0.001    0.000    0.002    0.000 inspect.py:2489(__init__)
     3334    0.000    0.000    0.000    0.000 inspect.py:2539(name)
     2150    0.000    0.000    0.000    0.000 inspect.py:2543(default)
      852    0.000    0.000    0.000    0.000 inspect.py:2547(annotation)
     6829    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
       35    0.000    0.000    0.000    0.000 inspect.py:2573(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
      943    0.002    0.000    0.003    0.000 inspect.py:2772(__init__)
     2080    0.000    0.000    0.001    0.000 inspect.py:2821(<genexpr>)
       13    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
      484    0.000    0.000    0.012    0.000 inspect.py:2851(from_callable)
     3489    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
       36    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
      449    0.000    0.000    0.001    0.000 inspect.py:2865(replace)
       13    0.000    0.000    0.000    0.000 inspect.py:3057(__str__)
      484    0.000    0.000    0.013    0.000 inspect.py:3103(signature)
      497    0.001    0.000    0.001    0.000 inspect.py:493(unwrap)
      513    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:534(_findclass)
        1    0.000    0.000    0.000    0.000 inspect.py:544(_finddoc)
       16    0.000    0.000    0.001    0.000 inspect.py:606(getdoc)
       43    0.001    0.000    0.002    0.000 inspect.py:625(cleandoc)
       46    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:897(BlockFinder)
       13    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 interface.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:5(<module>)
        1    0.000    0.000    0.001    0.001 interpolative.py:32(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:5(<module>)
        1    0.000    0.000    0.005    0.005 iterative.py:1(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 kde.py:5(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:5(<module>)
        1    0.000    0.000    1.428    1.428 kernprof.py:37(execfile)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:861(backtickrepl)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:5(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.014    0.014 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:5(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:5(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:116(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:118(addHandler)
        1    0.000    0.000    0.000    0.000 logger.py:170(TraceFormatter)
        1    0.000    0.000    0.000    0.000 logger.py:177(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:217(trace)
        1    0.000    0.000    0.000    0.000 logger.py:260(TraceManager)
        1    0.000    0.000    0.002    0.002 logger.py:8(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:98(TraceAdapter)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:179(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 maps.py:11(Map)
