Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      111    0.023    0.000    0.025    0.000 {built-in method _imp.create_dynamic}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
   111/81    0.009    0.000    0.056    0.001 {built-in method _imp.exec_dynamic}
      106    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      709    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     4427    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      240    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      210    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
     1476    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     3095    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1040/1013    0.013    0.000    0.028    0.000 {built-in method builtins.__build_class__}
   597/10    0.001    0.000    0.359    0.036 {built-in method builtins.__import__}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     7304    0.002    0.000    0.004    0.000 {built-in method builtins.all}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1533    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       16    0.004    0.000    0.004    0.000 {built-in method builtins.compile}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    923/1    0.017    0.000    1.428    1.428 {built-in method builtins.exec}
    20574    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
      981    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
6276/5641    0.001    0.000    0.039    0.000 {built-in method builtins.hasattr}
    69/58    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
     1671    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    25265    0.003    0.000    0.003    0.000 {built-in method builtins.isinstance}
      412    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       50    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
245818/245333    0.014    0.000    0.014    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1215    0.001    0.000    0.002    0.000 {built-in method builtins.max}
   198039    0.028    0.000    0.028    0.000 {built-in method builtins.min}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      833    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
  214/212    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     5750    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1731    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      116    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      580    0.005    0.000    0.005    0.000 {built-in method io.open_code}
        8    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
      574    0.044    0.000    0.044    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
     9362    0.009    0.000    0.009    0.000 {built-in method numpy.array}
     1864    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
       38    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       21    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._insert}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      350    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
12939/12907    0.010    0.000    0.087    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
       27    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       38    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       19    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        9    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 {built-in method posix.device_encoding}
     1954    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        8    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        4    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        4    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
       63    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.lseek}
       10    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        9    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method posix.replace}
     2663    0.006    0.000    0.006    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        5    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      114    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      497    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      344    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f064b9035e0}
        6    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f064b8d9160}
        1    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x7f0637307b80}
      414    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
       19    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
    56968    0.005    0.000    0.005    0.000 {method 'add' of 'set' objects}
     7313    0.006    0.000    0.019    0.000 {method 'all' of 'numpy.generic' objects}
        7    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
   237408    0.015    0.000    0.015    0.000 {method 'append' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       86    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       11    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.FileIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
     3837    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       79    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       13    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
     1425    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    10035    0.004    0.000    0.004    0.000 {method 'expandtabs' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
     2123    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      543    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       33    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      100    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
     1224    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'geometric' of 'numpy.random._generator.Generator' objects}
    11344    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      426    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      406    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       16    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       15    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
     2053    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
     8205    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      152    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
    17632    0.003    0.000    0.004    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       69    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      382    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
    28861    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
      216    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       22    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       10    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
   527867    0.177    0.000    0.177    0.000 {method 'poisson' of 'numpy.random._generator.Generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
